game,score
1,383
2,383
3,383
4,383
5,383
6,383
7,383
8,383
9,383
10,383
11,383
12,383
13,383
14,383
15,383
16,383
17,383
18,383
19,383
20,383
21,383
22,383
23,383
24,383
25,383
26,383
27,383
28,383
29,383
30,383
31,383
32,383
33,383
34,383
35,383
36,383
37,383
38,383
39,383
40,383
41,383
42,383
43,383
44,383
45,383
46,383
47,383
48,383
49,383
50,383
51,383
52,383
53,383
54,383
55,383
56,383
57,383
58,383
59,383
60,383
61,383
62,383
63,383
64,383
65,383
66,383
67,383
68,383
69,383
70,383
71,383
72,383
73,383
74,383
75,383
76,383
77,383
78,383
79,383
80,383
81,383
82,383
83,383
84,383
85,383
86,383
87,383
88,383
89,383
90,383
91,383
92,383
93,383
94,383
95,383
96,383
97,383
98,383
99,383
100,383
