game,score
1,183
2,183
3,183
4,183
5,183
6,183
7,183
8,183
9,183
10,183
11,183
12,183
13,183
14,183
15,183
16,183
17,183
18,183
19,183
20,183
21,183
22,183
23,183
24,183
25,183
26,183
27,183
28,183
29,183
30,183
31,183
32,183
33,183
34,183
35,183
36,183
37,183
38,183
39,183
40,183
41,183
42,183
43,183
44,183
45,183
46,183
47,183
48,183
49,183
50,183
51,183
52,183
53,183
54,183
55,183
56,183
57,183
58,183
59,183
60,183
61,183
62,183
63,183
64,183
65,183
66,183
67,183
68,183
69,183
70,183
71,183
72,183
73,183
74,183
75,183
76,183
77,183
78,183
79,183
80,183
81,183
82,183
83,183
84,183
85,183
86,183
87,183
88,183
89,183
90,183
91,183
92,183
93,183
94,183
95,183
96,183
97,183
98,183
99,183
100,183
