game,score
1,569
2,569
3,563
4,569
5,563
6,563
7,569
8,567
9,567
10,569
11,565
12,569
13,569
14,567
15,569
16,567
17,567
18,567
19,561
20,565
21,565
22,569
23,569
24,565
25,563
26,569
27,559
28,567
29,567
30,569
31,563
32,567
33,569
34,561
35,567
36,565
37,563
38,565
39,569
40,569
41,567
42,569
43,563
44,567
45,565
46,569
47,567
48,567
49,563
50,563
51,569
52,569
53,569
54,569
55,563
56,569
57,569
58,569
59,565
60,565
61,569
62,565
63,567
64,569
65,569
66,569
67,569
68,567
69,569
70,567
71,565
72,569
73,567
74,569
75,569
76,569
77,569
78,569
79,567
80,563
81,569
82,569
83,569
84,567
85,565
86,567
87,567
88,569
89,569
90,569
91,559
92,569
93,567
94,565
95,569
96,567
97,567
98,561
99,569
100,569
